"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"5817-2","Urate crystals [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"12454-5","Urate crystals amorphous [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"43249-2","X ray dye crystals [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5798-4","Leucine crystals [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5769-5","Bacteria [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"25145-4","Bacteria [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"33017-5","Parasites [#/area] in Urine sediment by Microscopy low power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[LPF]","numeric",""
"33905-1","Trichomonas sp [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"32724-7","Trichomonas sp [Presence] in Urine by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"20457-8","Fungi.filamentous [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5790-1","Fungi.filamentous [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"20456-0","Fungi.yeastlike [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5791-9","Fungi.yeastlike [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"32356-8","Yeast [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5822-2","Yeast [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"21033-6","Yeast.budding [Presence] in Urine sediment","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"58437-5","Microorganisms seen [Type] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"41863-2","Yeast.pseudohyphae [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"41865-7","Yeast.hyphae [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5787-7","Epithelial cells [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"20453-7","Epithelial cells [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"26051-3","Epithelial cells.extrarenal [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"12248-1","Epithelial cells.renal [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"26052-1","Epithelial cells.renal [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"11278-9","Bladder cells [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"11277-1","Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"30089-7","Transitional cells [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"8249-5","Transitional cells [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"11276-3","Tubular cells [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"20455-2","Leukocytes [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5821-4","Leukocytes [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"25156-1","Eosinophils [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5785-1","Eosinophils [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"32776-7","Erythrocytes [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"13945-1","Erythrocytes [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"26027-3","Histiocytes [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"8248-7","Spermatozoa [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"58438-3","Cells [Type] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"53972-6","Burr cells [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"53978-3","Epithelial cells.non-squamous [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"53973-4","Erythrocytes.ghost cells [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"53968-4","Erythrocytes.non-dysmorphic [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"38994-0","Histiocytes [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"58444-1","Erythrocytes.dysmorphic [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"46420-6","Leukocyte clumps [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"58449-0","Erythrocyte clumps [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"12258-0","Epithelial cells.squamous [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"8246-1","Amorphous sediment [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"28545-2","Mucus [#/area] in Urine sediment by Microscopy low power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[LPF]","numeric",""
"8247-9","Mucus [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"33861-6","Starch granules [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"25158-7","Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5788-5","Oval fat bodies (globules) [#/area] in Urine sediment by Microscopy high power field","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","/[HPF]","numeric",""
"58442-5","Other elements [Identifier] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"42578-5","Artifact [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"49967-3","Charcoal [Presence] in Urine sediment by Light microscopy","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"2272-3","Fat [Presence] in Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"20505-4","Bilirubin.total [Mass/volume] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","mg/dL","text",""
"5797-6","Ketones [Mass/volume] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","mg/dL","text",""
"5811-5","Specific gravity of Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","{Spec grav}","text",""
"5803-2","pH of Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","[pH]","text",""
"5804-0","Protein [Mass/volume] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","mg/dL","text",""
"20405-7","Urobilinogen [Mass/volume] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","mg/dL","text",""
"5794-3","Hemoglobin [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5799-2","Leukocyte esterase [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5792-7","Glucose [Mass/volume] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","mg/dL","text",""
"5767-9","Appearance of Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"5778-6","Color of Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"34533-0","Odor of Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"32167-9","Clarity of Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","text",""
"5809-9","Reducing substances [Presence] in Urine","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"25428-4","Glucose [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5770-3","Bilirubin.total [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"2514-8","Ketones [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"20454-5","Protein [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"5802-4","Nitrite [Presence] in Urine by Test strip","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"58450-8","Bilirubin [Presence] in Urine by Confirmatory method","58077-9","Urinalysis complete W Reflex Culture panel - Urine","lab","","ordinal",""
"6690-2","Leukocytes [#/volume] in Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","10*3/uL","numeric",""
"32623-1","Platelet [Entitic mean volume] in Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","fL","numeric",""
"777-3","Platelets [#/volume] in Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","10*3/uL","numeric",""
"788-0","Erythrocyte [DistWidth] in Red Blood Cells by Automated count","58410-2","CBC panel - Blood by Automated count","lab","%","numeric",""
"786-4","MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count","58410-2","CBC panel - Blood by Automated count","lab","g/dL","numeric",""
"785-6","MCH [Entitic mass] by Automated count","58410-2","CBC panel - Blood by Automated count","lab","pg","numeric",""
"787-2","MCV [Entitic mean volume] in Red Blood Cells by Automated count","58410-2","CBC panel - Blood by Automated count","lab","fL","numeric",""
"4544-3","Hematocrit [Volume Fraction] of Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","%","numeric",""
"718-7","Hemoglobin [Mass/volume] in Blood","58410-2","CBC panel - Blood by Automated count","lab","g/dL","numeric",""
"789-8","Erythrocytes [#/volume] in Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","10*6/uL","numeric",""
"32207-3","Platelet distribution width [Entitic volume] in Blood by Automated count","58410-2","CBC panel - Blood by Automated count","lab","fL","numeric",""
"13362-9","Collection duration of Urine","58431-8","Microalbumin panel - 24 hour Urine","lab","h","numeric",""
"3167-4","Volume of 24 hour Urine","58431-8","Microalbumin panel - 24 hour Urine","lab","L","numeric",""
"14956-7","Microalbumin [Mass/time] in 24 hour Urine","58431-8","Microalbumin panel - 24 hour Urine","lab","mg/(24.h)","numeric",""
"30003-8","Microalbumin [Mass/volume] in 24 hour Urine","58431-8","Microalbumin panel - 24 hour Urine","lab","ug/mL;mg/dL","numeric",""
"58448-2","Microalbumin ug/min [Mass/time] in 24 hour Urine","58431-8","Microalbumin panel - 24 hour Urine","lab","ug/min","numeric",""
"20624-3","Creatinine [Mass/volume] in 24 hour Urine","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mg/dL","numeric",""
"2162-6","Creatinine [Mass/time] in 24 hour Urine","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","g/(24.h)","numeric",""
"2160-0","Creatinine [Mass/volume] in Serum or Plasma","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mg/dL","numeric",""
"48643-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"48642-3","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among non black population","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"33914-3","Glomerular filtration rate [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)/1.73 sq M","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"50210-4","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Cystatin C-based formula/1.73 sq M","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"50044-7","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among female population","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"3167-4","Volume of 24 hour Urine","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","L","numeric",""
"13362-9","Collection duration of Urine","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","h","numeric",""
"12195-4","Creatinine renal clearance/1.73 sq M in 24 hour Urine and Serum or Plasma","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"3142-7","Body weight Stated","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","[lb_av];kg","numeric",""
"8302-2","Body height","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","[in_us];cm;m","numeric",""
"8277-6","Body surface area","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","m2","numeric",""
"62238-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"88293-6","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among black population","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"88294-4","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population","58446-6","Creatinine 24H renal clearance adjusted for body surface area panel","lab","mL/min/{1.73_m2}","numeric",""
"30003-8","Microalbumin [Mass/volume] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","ug/mL;mg/dL","numeric",""
"14956-7","Microalbumin [Mass/time] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","mg/(24.h)","numeric",""
"58448-2","Microalbumin ug/min [Mass/time] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","ug/min","numeric",""
"3167-4","Volume of 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","L","numeric",""
"13362-9","Collection duration of Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","h","numeric",""
"20624-3","Creatinine [Mass/volume] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","mg/dL","numeric",""
"2162-6","Creatinine [Mass/time] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","g/(24.h)","numeric",""
"14958-3","Microalbumin/Creatinine [Mass Ratio] in 24 hour Urine","58447-4","Microalbumin/Creatinine panel in 24H Urine","lab","mg/g{creat}","numeric",""
"5256-3","Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay","58733-7","Mycoplasma pneumoniae IgG and IgM panel - Serum","lab","[arb'U]/mL;{Index_val}","numeric",""
"5255-5","Mycoplasma pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay","58733-7","Mycoplasma pneumoniae IgG and IgM panel - Serum","lab","[arb'U]/mL;{Index_val}","numeric",""
"9586-9","Borrelia burgdorferi Ab [Interpretation] in Serum","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","text",""
"46248-1","Borrelia burgdorferi IgG and IgM [Interpretation] in Serum by Immunoassay","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","text",""
"62342-1","Borrelia burgdorferi IgG and IgM [Interpretation] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","text",""
"34148-7","Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","{Index_val}","numeric",""
"5064-1","Borrelia burgdorferi IgM Ab [Units/volume] in Serum by Immunoassay","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","{Index_val}","numeric",""
"13502-0","Borrelia burgdorferi IgG band pattern [Interpretation] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","text",""
"9597-6","Borrelia burgdorferi 93kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9596-8","Borrelia burgdorferi 66kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9595-0","Borrelia burgdorferi 58kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9594-3","Borrelia burgdorferi 45kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9593-5","Borrelia burgdorferi 41kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9592-7","Borrelia burgdorferi 39kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9591-9","Borrelia burgdorferi 30kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9590-1","Borrelia burgdorferi 28kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9589-3","Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9588-5","Borrelia burgdorferi 18kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"6320-6","Borrelia burgdorferi IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49996-2","Borrelia burgdorferi 83/93kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"51746-6","Borrelia burgdorferi 49736 IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49981-4","Borrelia burgdorferi 37kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49977-2","Borrelia burgdorferi 35kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"44949-6","Borrelia burgdorferi 34kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"44946-2","Borrelia burgdorferi 31kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"98206-6","Borrelia burgdorferi 21kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49992-1","Borrelia burgdorferi 18/20kD IgG Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9587-7","Borrelia burgdorferi 41kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9599-2","Borrelia burgdorferi 39kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"9598-4","Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"13503-8","Borrelia burgdorferi IgM band pattern [Interpretation] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","text",""
"6321-4","Borrelia burgdorferi IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"21116-9","Borrelia burgdorferi 66kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"21117-7","Borrelia burgdorferi 93kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"32666-0","Borrelia burgdorferi 25kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"44947-0","Borrelia burgdorferi 31kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"44948-8","Borrelia burgdorferi 34kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49979-8","Borrelia burgdorferi 35kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49983-0","Borrelia burgdorferi 37kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49994-7","Borrelia burgdorferi 18/20kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"49997-0","Borrelia burgdorferi 83/93kD IgM Ab [Presence] in Serum by Immunoblot","62341-3","Borrelia burgdorferi IgG+IgM with reflex to immune blot panel - Serum","lab","","ordinal",""
"6019-4","Almond IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6050-9","Brazil Nut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6718-1","Cashew nut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6136-6","Hazelnut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6206-7","Peanut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6208-3","Pecan or Hickory Nut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6259-6","Chestnut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"6273-7","Walnut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"11183-1","Macadamia IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"10954-6","Pine Nut IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"7613-3","Pistachio IgE Ab [Units/volume] in Serum","63486-5","Nut allergen panel - Serum","lab","k[IU]/L","numeric",""
"43305-2","Neisseria gonorrhoeae rRNA [Presence] in Specimen by NAA with probe detection","64017-7","Chlamydia trachomatis and Neisseria gonorrhoeae rRNA panel - Specimen by NAA with probe detection","lab","","ordinal",""
"43304-5","Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection","64017-7","Chlamydia trachomatis and Neisseria gonorrhoeae rRNA panel - Specimen by NAA with probe detection","lab","","ordinal",""
"12375-2","cloZAPine+Norclozapine [Mass/volume] in Serum or Plasma","65632-2","cloZAPine and Norclozapine panel - Serum or Plasma","lab","ug/mL","numeric",""
"10992-6","Norclozapine [Mass/volume] in Serum or Plasma","65632-2","cloZAPine and Norclozapine panel - Serum or Plasma","lab","ng/mL","numeric",""
"6896-5","cloZAPine [Mass/volume] in Serum or Plasma","65632-2","cloZAPine and Norclozapine panel - Serum or Plasma","lab","ng/mL","numeric",""
"13362-9","Collection duration of Urine","65634-8","Creatinine 24 hour urine panel - 24 hour Urine","lab","h","numeric",""
"3167-4","Volume of 24 hour Urine","65634-8","Creatinine 24 hour urine panel - 24 hour Urine","lab","L","numeric",""
"20624-3","Creatinine [Mass/volume] in 24 hour Urine","65634-8","Creatinine 24 hour urine panel - 24 hour Urine","lab","mg/dL","numeric",""
"2161-8","Creatinine [Mass/volume] in Urine","65634-8","Creatinine 24 hour urine panel - 24 hour Urine","lab","mg/dL","numeric",""
